จังหวัด,ประเภทสถานศึกษา,ชื่อสถานศึกษา,ระดับชั้น,ประเภทนักเรียน,ประเภทวิชา,สาขาวิชา,สาขางาน,จำนวน,หน่วย
อุบลราชธานี,รัฐ,วิทยาลัยอาชีวศึกษาอุบลราชธานี,ปวส.2,ปกติ,อุตสาหกรรมโลจิสติกส์,การจัดการโลจิสติกส์และซัพพลายเชน,การจัดการโลจิสติกส์และซัพพลายเชน,14,คน
อุบลราชธานี,รัฐ,วิทยาลัยอาชีวศึกษาอุบลราชธานี,ปวส.2,ปกติ,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,19,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,8,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,10,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,5,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,3,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,2,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,5,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,2,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,11,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวส.1,นักเรียนทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,3,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวส.2,นักเรียนทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,28,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวส.2,นักเรียนทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,ธุรกิจค้าปลีกสมัยใหม่,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีคาริสา,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,2,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,13,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,13,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,21,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,18,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,25,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,18,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,8,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,27,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,21,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,29,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.1,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,5,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.1,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,13,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,3,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,ธุรกิจดิจิทัล,14,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีจาฏุพัจน์ศึกษาสงเคราะห์,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้ากำลัง,5,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,44,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,45,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,90,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,133,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,28,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,88,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวส.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,31,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวส.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,36,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,20,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีธัญลักษณ์,ปวส.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,44,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,44,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,31,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,19,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,10,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,18,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,1,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวส.1,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,11,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวส.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,28,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,13,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย เขมราฐ,ปวส.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,14,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,18,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,24,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,26,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,22,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,ธุรกิจค้าปลีก,13,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,15,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,19,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,38,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,62,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,26,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,35,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.1,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.1,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,29,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,7,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,15,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,ธุรกิจดิจิทัล,35,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,19,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,14,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย น้ำยืน,ปวส.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,23,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,16,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,22,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,37,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,10,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,3,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,28,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,2,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,31,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,32,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,38,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,88,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวช.3,ปกติ,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,33,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,29,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.1,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,42,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.1,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,20,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,24,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,21,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,ธุรกิจดิจิทัล,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,27,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,30,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,3,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,6,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้ากำลัง,14,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์อุตสาหกรรม,4,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย บุณฑริก,ปวส.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,5,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.1,นักเรียนทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,ธุรกิจค้าปลีก,61,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.1,นักเรียนทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,1,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,28,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,17,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,17,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.2,นักเรียนทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,ธุรกิจค้าปลีก,9,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,1,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,ธุรกิจค้าปลีก,20,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,19,คน
อุบลราชธานี,เอกชน,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สิรินธร,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,15,คน
